City_ID,City,Country,Lat,Lng,Date,Max Temp,Humidity,Cloudiness,Wind Speed
385,hamilton,BM,32.3,-64.78,1528901700,77,73,40,10.29
386,hasaki,JP,35.73,140.83,1528902000,64.4,93,75,3.36
387,kajaani,FI,64.22,27.73,1528903200,53.6,52,0,4.7
388,tupik,RU,54.43,119.94,1528905520,51.25,63,0,4.63
389,kloulklubed,PW,7.04,134.26,1528901700,82.4,83,90,9.17
390,kieta,PG,-6.22,155.63,1528905520,76.81,100,32,2.73
391,maldonado,UY,-34.91,-54.96,1528902000,51.8,76,75,19.46
392,smithers,CA,54.78,-127.17,1528902000,48.2,81,75,2.62
393,mareeba,AU,-16.99,145.42,1528902000,60.8,93,0,3.4
394,kaputa,ZM,-8.47,29.66,1528905521,78.88,29,0,3.62
395,lira,UG,2.25,32.9,1528905521,82.39,45,68,8.21
396,constitucion,MX,23.99,-104.67,1528901040,66.2,68,75,3.36
397,ternate,PH,14.29,120.72,1528902000,77,100,90,10.29
398,haines junction,CA,60.75,-137.51,1528905526,42.79,52,68,2.62
399,zagora,HR,46.19,15.87,1528903800,71.6,73,75,2.24
400,zhongxing,CN,32.02,116.14,1528905527,74.29,69,8,7.99
401,snezhnogorsk,RU,69.19,33.23,1528903800,42.8,70,75,2.24
402,sola,FI,62.78,29.36,1528903200,50,76,75,10.29
403,sioux lookout,CA,50.1,-91.92,1528902000,66.2,59,20,4.7
404,sur,OM,22.57,59.53,1528905530,89.32,82,0,4.85
405,utete,TZ,-7.99,38.76,1528905531,81.76,51,12,6.08
406,saint-joseph,FR,43.56,6.97,1528903800,71.6,60,75,4.7
407,sadao,TH,6.63,100.42,1528902000,82.4,83,75,2.24
408,petropavlovsk-kamchatskiy,RU,53.05,158.65,1528902000,41,86,90,2.24
409,vestmanna,FO,62.16,-7.17,1528903200,48.2,93,92,19.46
410,chifeng,CN,42.27,118.96,1528905536,52.42,90,8,0.72
411,grants pass,US,42.44,-123.33,1528901760,59,50,90,2.62
412,lampazos de naranjo,MX,27.02,-100.51,1528905536,82.93,57,0,6.76
413,salym,RU,60.06,71.48,1528905536,60.61,51,48,5.08
414,verkh-chebula,RU,56.03,87.61,1528905536,67.36,75,0,2.73
415,tsiroanomandidy,MG,-18.77,46.05,1528905537,71.86,36,64,4.97
416,lagoa,PT,37.14,-8.45,1528903800,71.6,56,20,10.29
417,les cayes,HT,18.19,-73.75,1528905538,82.93,92,88,22.41
418,mackay,CA,53.65,-115.58,1528902000,50,81,75,3.36
419,treuchtlingen,DE,48.96,10.91,1528903200,60.8,67,75,8.05
420,witney,GB,51.78,-1.49,1528903200,69.8,56,40,16.11
421,tabou,CI,4.42,-7.36,1528905538,80.86,100,0,9.78
422,koson,UZ,39.04,65.59,1528902000,89.6,19,0,9.17
423,burewala,PK,30.16,72.68,1528905539,95.62,34,0,7.2
424,aksum,ET,14.12,38.72,1528905539,61.15,94,80,3.4
425,iquitos,PE,-3.75,-73.25,1528902000,84.2,74,20,4.7
426,bealanana,MG,-14.54,48.75,1528905541,69.07,53,20,6.98
427,linqiong,CN,30.42,103.46,1528902000,75.2,83,92,6.71
428,bonaventure,CA,48.04,-65.49,1528902000,66.2,32,75,8.05
429,ostrovnoy,RU,68.05,39.51,1528905546,36.58,82,92,18.28
430,narsaq,GL,60.91,-46.05,1528905000,55.4,43,40,9.17
431,richards bay,ZA,-28.77,32.06,1528905547,68.53,75,0,1.72
432,antofagasta,CL,-23.65,-70.4,1528902000,57.2,67,40,8.05
433,yeniseysk,RU,58.45,92.17,1528905547,63.49,71,8,2.84
434,taguatinga,BR,-15.83,-48.06,1528902000,78.8,36,20,5.82
435,port-gentil,GA,-0.72,8.78,1528902000,82.4,78,20,16.11
436,yulara,AU,-25.24,130.99,1528902000,41,56,0,4.7
437,adrar,DZ,27.87,-0.29,1528902000,109.4,12,0,11.41
438,samur,RU,41.83,48.49,1528905549,71.23,84,0,13.13
439,chicla,PE,-11.71,-76.27,1528905550,43.69,74,20,2.39
440,tombouctou,ML,16.77,-3.01,1528905550,110.65,18,24,4.74
441,pyaozerskiy,RU,65.83,31.17,1528905550,49,57,48,3.96
442,vagur,FO,61.47,-6.81,1528905550,49.63,97,92,27.89
443,yar-sale,RU,66.83,70.83,1528905551,36.22,89,76,14.81
444,ust-nera,RU,64.57,143.24,1528905551,46.93,65,48,1.72
445,solnechnyy,RU,50.72,136.64,1528905551,51.52,78,0,4.18
446,san patricio,PY,-26.98,-56.83,1528905551,51.79,74,0,4.63
447,angoram,PG,-4.06,144.07,1528905555,74.47,100,88,1.95
448,champerico,MX,16.38,-93.6,1528900860,71.6,94,90,2.62
449,san policarpo,PH,12.18,125.51,1528905556,78.43,100,80,7.76
450,port-cartier,CA,50.03,-66.88,1528902000,55.4,47,40,16.11
451,tateyama,JP,36.66,137.31,1528905556,49.45,100,12,1.95
452,mandalgovi,MN,45.76,106.27,1528905556,62.59,35,8,6.64
453,bartica,GY,6.41,-58.62,1528902000,82.4,78,75,9.17
454,bathsheba,BB,13.22,-59.52,1528902000,86,66,20,25.28
455,bueu,ES,42.33,-8.79,1528903800,71.6,53,0,16.11
456,chaltyr,RU,47.28,39.48,1528905557,87.43,21,0,3.74
457,prince rupert,CA,54.32,-130.32,1528902000,53.6,93,90,6.93
458,plouzane,FR,48.38,-4.62,1528903800,66.2,63,90,8.05
459,belaya gora,RU,68.54,146.19,1528905558,62.77,35,36,4.07
460,tongren,CN,27.72,109.18,1528905558,67.9,85,12,1.95
461,narsimhapur,IN,17.14,74.26,1528905558,76,78,88,9.22
462,sao joao da barra,BR,-21.64,-41.05,1528902000,87.8,43,0,5.82
463,mamakan,RU,57.82,114.02,1528905559,51.7,83,32,2.06
464,inirida,CO,3.87,-67.92,1528905559,80.32,84,80,2.95
465,payo,ID,-3.75,103.64,1528905559,77.98,84,56,4.74
466,san carlos de bariloche,AR,-41.13,-71.31,1528902000,26.6,86,75,10.29
467,piacabucu,BR,-10.41,-36.43,1528905560,84.37,57,44,15.48
468,auki,NG,12.18,6.51,1528905560,94.81,55,44,1.61
469,ambon,FR,47.55,-2.56,1528903800,69.8,64,90,8.05
470,bilibino,RU,68.06,166.44,1528905560,52.33,60,0,1.95
471,jiangyou,CN,31.78,104.73,1528905561,73.3,64,92,4.18
472,ambilobe,MG,-13.19,49.05,1528905561,80.95,44,8,13.8
473,shebunino,RU,57.66,40.04,1528905561,59.98,69,0,14.14
474,broome,GB,52.47,1.45,1528903200,71.6,52,20,11.41
475,biedenkopf,DE,50.92,8.53,1528903200,59,71,75,6.93
476,aquiraz,BR,-3.9,-38.39,1528905600,87.8,52,20,19.46
477,karangasem,ID,-6.7,108.49,1528905563,81.4,100,20,15.7
478,boca do acre,BR,-8.76,-67.39,1528905563,83.56,77,76,2.84
479,la antigua,CO,6.72,-76.08,1528905564,68.35,94,48,1.5
480,sibolga,ID,1.74,98.78,1528905564,74.56,94,76,1.95
481,glebychevo,RU,60.44,28.72,1528905564,60.79,46,68,4.63
482,campos altos,BR,-19.7,-46.17,1528905564,79.69,62,0,6.42
483,santiago del estero,AR,-27.8,-64.26,1528905565,52.33,49,0,6.2
484,banff,CA,51.18,-115.57,1528905565,48.01,36,24,2.17
485,santa helena,BR,-2.23,-45.3,1528905565,88.51,71,36,6.53
486,lewiston,US,46.42,-117.02,1528901760,64.4,55,1,4.7
487,bouna,CI,9.27,-3,1528905567,89.86,78,0,4.18
488,upington,ZA,-28.46,21.24,1528902000,69.8,19,0,5.82
489,acaponeta,MX,22.49,-105.36,1528905567,77.35,100,68,4.29
490,orito,CO,0.67,-76.88,1528905567,70.42,97,88,2.73
491,vao,EE,59.1,26.19,1528905567,62.95,45,0,5.41
492,nkhotakota,MW,-12.93,34.3,1528905568,70.69,74,0,6.08
493,boyuibe,BO,-20.43,-63.28,1528902000,55.4,47,90,5.82
494,necochea,AR,-38.55,-58.74,1528905573,50.26,81,80,14.03
495,paitan,CN,23.49,113.78,1528902000,77,78,0,11.18
496,claresholm,CA,50.02,-113.58,1528902000,60.8,31,1,23.04
497,sabha,LY,27.03,14.43,1528905575,112.45,10,24,9.66
498,northam,GB,51.04,-4.21,1528903200,66.2,77,40,12.75
499,sarakhs,TM,36.54,61.16,1528902000,82.4,37,80,6.93
500,moroni,US,39.52,-111.59,1528905577,70.69,19,0,3.06
501,nisia floresta,BR,-6.09,-35.21,1528905600,86,51,75,24.16
502,yantarnyy,RU,54.87,19.94,1528903800,64.4,72,20,6.71
503,banjar,ID,-7.37,108.54,1528905582,71.5,88,12,3.62
504,khandyga,RU,62.65,135.58,1528905583,54.85,47,48,6.2
505,heinola,FI,61.2,26.03,1528903200,62.6,33,0,3.36
506,sept-iles,CA,50.2,-66.38,1528902000,55.4,47,40,16.11
507,yenagoa,NG,4.92,6.26,1528905584,81.94,80,92,11.01
508,pontianak,ID,-0.02,109.34,1528905585,77.89,99,44,3.4
509,okha,RU,53.59,142.95,1528905585,40.09,90,80,10.78
510,bismarck,US,46.81,-100.78,1528905300,71.6,30,1,12.75
511,dunedin,NZ,-45.87,170.5,1528905434,43.33,100,92,2.95
512,dabakala,CI,8.36,-4.43,1528905587,88.78,74,24,4.52
513,pitelino,RU,54.58,41.81,1528905589,69.7,66,64,11.23
514,egvekinot,RU,66.32,-179.17,1528905592,37.3,71,0,2.51
515,melo,UY,-32.37,-54.17,1528905592,50.08,78,56,22.08
516,mbeya,TZ,-8.91,33.47,1528905593,71.05,40,0,3.85
517,kochi,IN,9.96,76.25,1528903800,77,94,90,2.24
518,notse,TG,6.95,1.17,1528905594,86.62,76,56,8.77
519,amuntai,ID,-2.42,115.25,1528905596,77.17,88,36,2.17
520,san juan,PH,14.6,121.03,1528902000,77,100,90,10.29
521,rocha,UY,-34.48,-54.34,1528905597,49.99,93,56,21.18
522,elizabeth city,US,36.3,-76.22,1528904640,78.8,83,90,12.75
523,narathiwat,TH,6.43,101.8,1528902000,82.4,83,75,4.7
524,acari,BR,-6.44,-36.64,1528905599,84.1,48,0,15.26
525,puerto carreno,CO,6.19,-67.49,1528902000,84.2,74,40,3.36
526,troitskiy,RU,45.15,38.14,1528903800,82.4,48,0,6.71
527,dhidhdhoo,MV,6.88,73.1,1528905605,82.39,100,88,12.24
528,santa fe,AR,-31.62,-60.7,1528905642,47.47,84,12,10.45
529,kuytun,RU,54.34,101.51,1528905610,64.3,73,20,2.62
530,evans,US,40.38,-104.69,1528904100,78.8,41,1,3.36
531,sokoni,CD,-12.89,28.78,1528905646,74.56,37,0,4.07
532,sovetskiy,RU,56.76,48.47,1528905619,61.33,85,76,14.03
533,pagudpud,PH,18.56,120.79,1528902000,77,100,90,13.87
534,southbridge,US,42.08,-72.03,1528903440,69.8,82,90,19.46
535,brazzaville,CD,-4.27,15.27,1528902000,86,55,8,5.82
536,tutoia,BR,-2.76,-42.27,1528902000,91.4,52,40,8.05
537,harlingen,US,26.19,-97.7,1528902900,89.6,62,75,10.29
538,calamar,CO,1.96,-72.65,1528905629,70.87,100,92,2.95
539,road town,VG,18.42,-64.62,1528905600,87.8,66,40,12.75
540,tabas,IR,33.6,56.92,1528905630,94.27,11,36,6.98
541,shieli,KZ,44.18,66.74,1528905630,67.27,41,88,14.81
542,scalea,IT,39.82,15.79,1528905631,70.06,100,36,5.3
543,san andres,PH,13.32,122.68,1528905632,83.47,100,68,22.64
544,muisne,EC,0.61,-80.02,1528905633,76.9,84,92,4.63
545,ati,TD,13.21,18.34,1528905633,104.53,25,20,4.97
546,san luis,AR,-33.3,-66.34,1528905472,42.43,53,0,2.62
