Cloudiness,Country,Date,Humidity,Latitude,Longitude,MaxTemp,WindSpeed
1,US,1553920988,81,36.96,-120.06,14.0,2.1
1,US,1553920818,87,34.64,-120.46,12.220000000000027,3.1
20,PK,1553921154,15,26.0,63.05,32.924000000000035,4.37
0,IN,1553921154,47,25.15,86.69,32.474000000000046,3.57
68,BR,1553921155,96,-8.26,-49.26,23.924000000000035,1.47
0,EG,1553921155,45,28.42,30.79,17.524,6.27
0,ES,1553918400,82,28.96,-13.65,15.0,3.1
44,PG,1553921155,99,-3.66,152.44,28.574000000000012,2.67
88,BR,1553921155,95,-3.22,-64.8,24.574000000000012,0.77
64,RU,1553921156,73,62.93,152.39,-7.075999999999965,4.67
68,AR,1553921012,83,-33.68,-59.66,21.110000000000014,0.89
44,ZA,1553921157,100,-34.05,23.37,18.874000000000024,4.12
0,IT,1553921158,100,39.09,17.12,13.674000000000035,11.97
68,ID,1553921158,100,-9.11,124.89,27.474000000000046,1.02
0,MA,1553921158,77,29.7,-9.73,13.524000000000001,0.77
68,LR,1553920738,83,6.33,-10.8,26.724000000000046,2.77
44,NA,1553921158,87,-26.65,15.16,16.974000000000046,5.57
0,GH,1553920889,97,4.87,-2.24,28.574000000000012,3.92
88,BR,1553921159,100,-17.34,-39.22,26.624000000000024,6.62
1,US,1553921159,87,31.87,-81.61,15.0,1.92
1,US,1553920849,81,34.88,-76.9,15.0,2.1
40,JP,1553920945,40,33.32,129.49,20.0,2.6
36,RU,1553921160,91,66.66,66.39,-3.6759999999999877,4.92
0,IS,1553921160,100,64.25,-15.21,-3.1759999999999877,8.17
75,SO,1553918400,69,2.04,45.34,28.0,6.2
12,LR,1553921160,95,8.2,-10.37,20.824000000000012,0.62
32,TM,1553921161,89,39.24,55.52,12.774000000000001,1.77
90,CA,1553921141,92,47.63,-52.95,0.5600000000000023,4.6
0,SI,1553921040,92,46.01,15.3,2.2200000000000273,0.97
20,BR,1553918400,88,-14.79,-39.05,26.0,3.6
75,US,1553920738,62,45.52,-122.67,13.0,3.6
0,RU,1553921154,61,65.73,150.89,-5.825999999999965,1.22
0,LK,1553921162,49,7.42,81.82,33.624000000000024,1.67
1,US,1553920233,64,37.68,-113.06,2.0,3.1
64,CI,1553920827,96,4.42,-7.36,29.174000000000035,3.02
75,AU,1553921118,66,-25.3,152.85,29.0,9.8
90,GE,1553918400,93,41.96,42.96,5.0,1.5
0,HN,1553921163,87,15.8,-84.28,24.974000000000046,4.17
80,NO,1553921158,80,68.38,17.6,0.0,17.5
5,CA,1553920903,32,50.68,-120.34,11.0,1.5
1,US,1553921146,94,27.75,-98.07,20.560000000000002,3.6
0,CN,1553921164,69,42.27,118.96,-2.475999999999999,7.07
0,CL,1553918400,87,-29.95,-71.34,13.0,1.0
0,FR,1553920925,75,48.95,4.24,6.0,2.6
36,AU,1553921165,37,-35.34,143.56,17.224000000000046,9.72
0,MG,1553921165,67,-25.17,45.06,27.324000000000012,1.92
90,US,1553920858,69,45.22,-112.64,0.0,2.1
0,EG,1553921166,50,27.27,31.15,17.824000000000012,5.82
68,FO,1553921166,98,61.47,-6.81,7.124000000000024,12.87
76,PG,1553920815,100,-2.02,147.27,28.224000000000046,3.77
40,US,1553921155,88,26.76,-81.44,21.110000000000014,2.6
12,PE,1553921166,82,-12.99,-74.72,-1.325999999999965,1.32
92,BR,1553921167,96,-8.95,-37.42,21.924000000000035,2.22
0,NE,1553921167,30,18.74,7.39,24.074000000000012,5.02
75,UY,1553918400,93,-34.91,-54.96,19.0,3.1
0,KE,1553921167,67,-2.39,40.44,29.974000000000046,1.42
80,CN,1553921168,48,29.72,112.52,17.574000000000012,7.27
32,BR,1553921168,91,-16.48,-43.49,18.974000000000046,4.82
0,EG,1553921168,38,26.55,31.7,18.924000000000035,6.22
40,CY,1553918400,87,34.81,32.42,12.0,3.6
